"","ResponseId","course","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","rel","evound","microaccept","macroaccept","humaccept","evoaccept","relthirds"
"5337","R_2VEngmGtv0bClPI",7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,4,3,4,4,4,4,4,4,4,4,2,4,2,4,2,2,2,3,2,3,3,2,4,2,5,4,3,3.5,0.928571428571429,3.875,3.25,2.625,3.25,"mod"
"5338","R_2veOV8dqoULErny",56,1,0,0,0,0,1,1,1,0,1,0,0,0,0,5,5,2,5,5,4,5,4,5,5,4,3,3,4,4,3,4,3,4,4,4,4,3,3,2,4,3,4,3.25,0.357142857142857,4.375,3.875,3.625,3.95833333333333,"mod"
"5339","R_2veV3lOtfpvwf0k",33,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,2,4,2,4,3,4,2,2,4,4,2,4,4,3,3,4,5,5,5,4.75,0.285714285714286,4,3,3.25,3.41666666666667,"high"
"5340","R_2VF0MGE9etFqEWt",74,1,0,1,0,1,1,1,1,0,0,1,0,0,0,5,5,5,4,5,4,5,5,5,4,5,4,5,4,4,3,3,3,4,3,4,4,3,4,1,3,2,3,2.25,0.5,4.75,4.25,3.5,4.16666666666667,"mod"
"5341","R_2Vf2XLLDMSpwtpn",73,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,4,5,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,1,3,2,2,2,0.857142857142857,4.125,4,3.875,4,"low"
"5342","R_2vf50vVOqqPTKec",49,0,0,1,1,1,1,1,1,0,1,0,1,0,1,5,5,5,5,5,5,5,5,5,4,5,5,4,5,3,2,3,2,2,3,3,2,3,4,3,5,5,4,4.25,0.642857142857143,5,4.125,2.75,3.95833333333333,"high"
"5343","R_2VfgpeizR6USKkW",8,0,0,1,0,0,1,1,1,0,1,1,0,1,0,4,4,4,5,4,4,5,5,4,4,5,3,5,2,4,3,4,4,4,4,4,3,4,5,2,5,5,5,4.25,0.5,4.375,3.75,4,4.04166666666667,"high"
"5344","R_2Vfs5LFosVc2Jvz",73,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2,4,4,4,4,4,5,3,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,4,1,3,2,3,2.25,0.357142857142857,3.75,3.5,3.75,3.66666666666667,"mod"
"5345","R_2Vg6D3WkO7Rf9yF",74,0,0,0,1,1,1,0,1,1,1,0,1,1,0,5,4,4,4,5,4,5,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,3,5,4,4,4,0.571428571428571,4.375,3.75,4.125,4.08333333333333,"high"
"5346","R_2Vg9LKtHA07JIXF",63,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,1,5,5,4,3.75,0.857142857142857,5,4.5,4.875,4.79166666666667,"mod"
"5347","R_2VgbjSK9I7Y9Wbh",34,1,0,1,1,1,0,0,0,0,1,1,1,1,0,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,4,3,2,4,3,4,5,5,5,4.75,0.571428571428571,3.625,3,2.875,3.16666666666667,"high"
"5348","R_2VgpWhQIyanQz4H",56,1,0,0,1,1,1,1,1,0,1,1,1,1,0,4,4,4,4,5,4,5,4,4,3,3,3,4,3,2,3,4,3,4,4,3,3,4,4,1,2,2,1,1.5,0.714285714285714,4.25,3.125,3.625,3.66666666666667,"low"
"5349","R_2VgUfsZb6hiyznc",74,0,0,1,0,1,1,0,1,1,1,1,0,0,1,2,4,4,4,4,2,2,4,4,2,4,2,2,2,2,4,4,1,2,2,2,2,3,3,3,5,4,3,3.75,0.571428571428571,3.25,2.75,2.375,2.79166666666667,"mod"
"5350","R_2VHC3Usw31G1Ozf",29,1,0,0,1,1,1,1,1,1,1,1,0,1,0,5,5,4,5,4,3,5,4,5,4,4,2,4,4,4,3,3,4,4,4,4,3,4,4,4,5,5,5,4.75,0.714285714285714,4.375,3.75,3.75,3.95833333333333,"high"
"5351","R_2VHNXEmGQdCTOye",49,0,0,0,1,1,0,1,1,0,0,0,1,0,0,4,4,5,5,3,4,5,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,5,5,5,5,5,0.357142857142857,4.25,3.625,3.875,3.91666666666667,"high"
"5352","R_2vhSjOz7vEzv2Db",29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,4,4,3,4,1,4,3,4,1,1,4,4,1,5,4,2,5,5,5,5,5,5,1,4.625,3,3.25,3.625,"high"
"5353","R_2viBzXu6CBNs7vl",33,0,1,0,1,1,1,0,1,0,0,1,1,0,0,4,4,5,4,4,5,5,5,4,4,4,3,4,4,3,4,5,2,3,5,4,4,4,4,5,5,5,5,5,0.5,4.5,3.75,3.875,4.04166666666667,"high"
"5354","R_2vicAFXixADsw6k",40,0,0,1,1,1,1,1,1,0,1,1,1,0,1,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2.5,0.714285714285714,4.5,4,4,4.16666666666667,"mod"
"5355","R_2VIui7dFWQ6lvh2",78,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4,4,5,5,4,3,4,3,3,4,4,3,4,3,3,3,2,2,3,2,3,2,2,3,4,5,5,5,4.75,0.571428571428571,4,3.375,2.375,3.25,"high"
"5356","R_2vix1tXhmMGBwFA",54,1,0,1,1,0,1,1,0,0,1,1,1,0,1,4,4,1,1,1,1,4,4,4,4,4,3,1,2,4,3,4,4,4,3,4,4,4,4,5,5,4,4,4.5,0.642857142857143,2.5,3.125,3.875,3.16666666666667,"high"
"5357","R_2VJB7IhCvPebDgx",56,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0.857142857142857,3.875,4.125,4,4,"low"
"5358","R_2VJC0usAh4P0SiY",21,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4.25,0.857142857142857,5,5,4.5,4.83333333333333,"high"
"5359","R_2vjnrJnDtHXGApj",40,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,5,4,2,3,2,1,2,3,4,1,2,4,4,2,4,4,2,4,4,5,4,4,4.25,0.928571428571429,4.375,2.25,3.25,3.29166666666667,"high"
"5360","R_2VjUsYkmhgBQaTM",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,4,3,3,2.75,0.928571428571429,4.75,4.625,5,4.79166666666667,"mod"
"5361","R_2VJWoYyiIcN7NSs",48,1,0,1,1,1,1,1,1,0,1,1,1,0,0,4,5,5,5,5,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,1,5,2,5,3.25,0.714285714285714,4.625,4.25,4.25,4.375,"mod"
"5362","R_2VjXqkK5pbWlBA2",48,0,0,1,1,1,1,0,1,0,1,1,0,1,0,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,1,1,1,3,1.5,0.571428571428571,4.25,3.875,4.25,4.125,"low"
"5363","R_2VJZPzlXm1fCpJI",29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,3,1,1,1,1,1,1,3,1,1,1,2,1,3,3,1,4,5,5,5,5,5,1,3.625,1.25,2,2.29166666666667,"high"
"5364","R_2VK1rbhypwk47Bs",51,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,3,4,4,3,5,3,5,3,4,3,3,4,3,3,4,4,1,2,3,5,2.75,0.928571428571429,5,3.75,3.5,4.08333333333333,"mod"
"5365","R_2vk2ETeFV452bAp",55,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4,4,4,3,4,4,3,3,4,3,3,3,4,3,4,4,3,2,2,3,3,3,2,3,4,4,4,3,3.75,0.642857142857143,3.625,3.5,2.625,3.25,"mod"
"5366","R_2VKHNiU3MSueA93",37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,2,4,4,2,4,4,1,2,1,4,2,1,4.875,4.625,3.5,4.33333333333333,"low"
"5367","R_2VKlYeOTuitRoIW",9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,5,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,1,4,4.125,3.5,3.875,"high"
"5368","R_2vkmY7q1raqzxG3",71,1,0,1,1,1,1,1,1,0,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,5,4,4,4,4,2,3,2,4,2.75,0.714285714285714,4,3.875,4.125,4,"mod"
"5369","R_2VKNMM05C5VjCOT",74,1,0,1,1,1,1,1,0,0,1,1,1,0,0,5,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,3,2,3,2.25,0.642857142857143,4.75,4.125,4,4.29166666666667,"mod"
"5370","R_2vkRCC6Uy1pp1H4",61,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,1,1,1,3,1.5,0.785714285714286,4.5,3.75,4.125,4.125,"low"
"5371","R_2vkxgdzJsLk27iV",70,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,4,4,2,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,3.75,0.357142857142857,3.5,3.875,4,3.79166666666667,"mod"
"5372","R_2VL3QUfZlrUwy84",52,1,0,1,1,1,1,0,1,0,1,1,0,1,0,4,4,4,4,5,4,5,5,4,3,4,3,4,4,4,3,4,3,3,4,4,4,4,4,1,2,2,3,2,0.642857142857143,4.375,3.625,3.75,3.91666666666667,"low"
"5373","R_2vlbd7huT9zfUVc",73,0,0,1,1,0,0,1,1,1,0,1,0,0,1,3,4,3,4,3,3,2,3,2,2,4,4,3,2,3,3,3,4,4,3,3,4,3,3,1,1,1,1,1,0.5,3.125,2.875,3.375,3.125,"low"
"5374","R_2VlJdHkRNRCDYPN",15,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4,4,4,5,5,4,5,4,4,5,4,3,4,4,4,3,4,4,2,4,4,5,4,4,2,5,3,3,3.25,0.285714285714286,4.375,3.875,3.875,4.04166666666667,"mod"
"5375","R_2VlLFrLCc2khcBB",8,1,0,1,1,0,1,1,1,1,1,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,4,5,4.5,0.714285714285714,5,4.625,5,4.875,"high"
"5376","R_2VlLWsu0SJ3lWaN",80,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,5,4,4,4,0.928571428571429,4,3.625,3.25,3.625,"high"
"5377","R_2VmaFearOsZXzYL",7,1,0,1,1,0,1,1,1,1,1,1,1,0,0,4,4,4,4,4,3,5,3,1,2,1,1,2,1,4,1,1,2,1,1,1,2,1,4,5,5,5,5,5,0.714285714285714,3.875,1.625,1.625,2.375,"high"
"5378","R_2VmPsagOtyQyc4l",51,1,1,0,1,1,1,1,1,0,1,0,0,0,1,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,3,4,4,4,2,3,5,5,4,4.25,0.642857142857143,2.625,2.875,2.875,2.79166666666667,"high"
"5379","R_2Vn1aRmisIZiLkN",73,1,0,1,1,1,1,0,1,1,1,1,0,0,1,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,5,2,5,5,5,5,5,4,1,1,1,3,1.5,0.714285714285714,4.875,4.5,4.5,4.625,"low"
"5380","R_2VNCLLffkENq3f3",21,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,1,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,2.75,0.785714285714286,3.25,4.125,4,3.79166666666667,"mod"
"5381","R_2VNFU5SYjeaGxpn",71,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1.75,0.785714285714286,4.625,4,4,4.20833333333333,"low"
"5382","R_2VNMZdMqyRuJtS9",49,1,0,1,1,1,1,0,1,1,1,1,1,0,1,4,4,3,4,4,4,4,4,4,4,4,2,3,4,4,2,2,3,4,2,4,3,2,3,5,5,5,4,4.75,0.785714285714286,3.875,3.375,2.875,3.375,"high"
"5383","R_2VO0Egm4pKzhWql",33,1,1,1,0,1,1,0,1,0,1,1,1,1,0,5,5,5,4,5,5,5,5,4,4,5,4,5,4,5,2,4,4,4,3,4,4,3,4,2,5,4,4,3.75,0.714285714285714,4.875,4.125,3.75,4.25,"mod"
"5384","R_2VOsa3Owzkpe7ZX",56,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,4,4,2,3,3,2,4,4,3,4,4,4,2,3,4,4,3,2,4,4,4,3,4,1,1,1,1,1,0.285714285714286,3.25,3.5,3.5,3.41666666666667,"low"
"5385","R_2VOVIJJk647kdJQ",34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,4,3,3,5,5,1,3,3,3,2.5,1,4.75,4.125,4.25,4.375,"mod"
"5386","R_2VOVQvsdlMCkIMk",28,0,0,0,1,1,1,1,1,1,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,3,3,3,3,3,0.642857142857143,4,3.5,4,3.83333333333333,"mod"
"5387","R_2VPbxFYT5OtjpMo",14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,3,5,5,5,5,5,5,4,4,2,2,2,3,2.25,1,4.75,4.5,4.75,4.66666666666667,"mod"
"5388","R_2VpwAI865zMtj2A",33,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4.75,0.928571428571429,4.25,3.875,4,4.04166666666667,"high"
"5389","R_2VpwsHzxLPhNCzR",55,1,1,1,1,1,1,1,1,0,1,1,1,1,0,5,2,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3.75,0.857142857142857,4,3.75,3.875,3.875,"mod"
"5390","R_2VPxBIC9wVwaVPX",7,1,0,1,1,0,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,3,4,4,4,4,5,4,5,5,4,5,4,3,4,0.857142857142857,4.875,4.5,4.375,4.58333333333333,"high"
"5391","R_2VPYqCTFVxjxm2r",73,1,0,1,1,1,1,1,0,0,0,0,1,1,0,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,0.571428571428571,4.875,4.5,5,4.79166666666667,"low"
"5392","R_2VqD76qw7tcjqy5",56,1,0,1,1,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,1,1,1,3,1.5,0.714285714285714,5,4.75,4.625,4.79166666666667,"low"
"5393","R_2VQG19y4XoVKHXm",33,1,0,1,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,5,5,5,5,4,2,3,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,4,5,4.25,0.785714285714286,4.5,3.375,3.5,3.79166666666667,"high"
"5394","R_2VQOs4LULw3S1UF",16,1,0,1,1,1,1,0,1,1,0,1,1,1,0,4,5,5,5,5,4,5,5,5,5,5,2,5,4,2,1,5,5,5,4,5,5,5,5,1,1,3,3,2,0.714285714285714,4.75,3.625,4.875,4.41666666666667,"low"
"5395","R_2VQrFbyRVpcqawu",44,1,0,1,0,1,1,1,1,0,1,1,0,0,0,4,3,4,4,4,4,4,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,5,5,5,5,5,0.571428571428571,3.75,2.75,2.5,3,"high"
"5396","R_2VR35HFs6QWQWT9",54,1,0,0,0,1,1,1,0,0,0,1,0,0,1,4,4,5,5,4,5,3,4,5,5,4,4,5,5,4,5,5,4,5,3,5,4,4,5,5,5,5,5,5,0.428571428571429,4.25,4.625,4.375,4.41666666666667,"high"
"5397","R_2Vr8jDchgrmPzdS",49,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,2,4,4,4,4,4,0.857142857142857,4.875,4.625,3.875,4.45833333333333,"high"
"5398","R_2VrlJwbA12pmX4c",9,0,0,1,1,1,1,1,1,0,1,1,1,1,1,5,4,4,5,3,4,5,4,4,2,4,3,5,4,5,3,4,5,4,4,5,5,4,5,2,3,2,4,2.75,0.785714285714286,4.25,3.75,4.5,4.16666666666667,"mod"
"5399","R_2Vrptn1rwHpDSnI",67,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,3,3,4,4,3,4,4,3,4,3,5,5,4,4.25,0.857142857142857,4.625,4.375,3.625,4.20833333333333,"high"
"5400","R_2VrQ2Fe5gXAcGHR",33,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,4,3,2,2.75,0.714285714285714,4,3.5,4,3.83333333333333,"mod"
"5401","R_2VrQ2NLqUmzf3K3",68,1,0,1,0,1,1,1,0,0,0,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,1,1,1,3,1.5,0.571428571428571,4.875,4.625,5,4.83333333333333,"low"
"5402","R_2VrWaRxDOeHmMAA",28,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2.5,0.785714285714286,4.125,4,4,4.04166666666667,"mod"
"5403","R_2Vs7nTutDyZ7mEr",17,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4.5,0.857142857142857,5,5,5,5,"high"
"5404","R_2Vs8R752vMSrOq4",17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,5,4,4,4,4,5,3,5,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,3,5,4,4,4,0.857142857142857,4.25,3.625,3.75,3.875,"high"
"5405","R_2VsCS6kW7LY20B8",73,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,5,5,1,5,5,5,3,5,3,5,2,3,5,5,1,3,1,4,2,2,1,2,2,4,5,4,4,4.25,0.571428571428571,3.75,3.625,2.125,3.16666666666667,"high"
"5406","R_2VsH3DrADyAoCQZ",37,1,0,1,0,0,1,1,1,1,1,0,0,0,1,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,2,3,2,2,2,2,2,3,4,2,4,3,3,3,0.571428571428571,3.875,3.5,2.5,3.29166666666667,"mod"
"5407","R_2VsS8eA0krZaCeD",69,1,0,1,1,0,1,1,1,0,0,1,1,0,0,5,5,4,5,2,4,4,5,4,4,4,4,4,4,4,2,4,3,4,4,4,4,5,3,3,5,5,5,4.5,0.571428571428571,4.25,3.75,3.875,3.95833333333333,"high"
"5408","R_2Vt2tjpOIOYkNiK",30,1,1,1,1,0,0,1,1,1,0,0,0,1,0,2,3,4,3,2,4,3,4,4,3,4,3,3,2,3,4,3,3,2,4,3,2,3,4,4,4,4,3,3.75,0.571428571428571,3.125,3.25,3,3.125,"mod"
"5409","R_2Vw2RrU1j0zn9OX",55,0,0,0,1,1,1,1,1,0,1,0,1,0,1,4,4,5,5,5,4,5,4,3,4,4,1,4,4,4,5,1,5,4,2,5,4,2,4,4,5,4,4,4.25,0.571428571428571,4.5,3.625,3.375,3.83333333333333,"high"
"5410","R_2VwnwQQqm8N6JAo",28,1,0,1,0,1,1,1,1,1,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,3,2,0.785714285714286,5,5,5,5,"low"
"5411","R_2Vx5gWlYKxtDHXE",8,1,0,0,1,1,1,1,1,1,1,1,0,1,1,5,5,5,4,5,3,5,5,5,5,5,4,4,3,4,4,4,3,4,5,3,4,5,4,1,4,3,3,2.75,0.785714285714286,4.625,4.25,4,4.29166666666667,"mod"
"5412","R_2VxB3NDy7S2ZcnI",8,0,0,1,1,1,1,0,1,0,1,0,1,0,0,4,4,4,4,5,4,5,4,4,5,5,3,4,4,4,3,4,4,4,4,4,4,4,4,2,3,3,3,2.75,0.5,4.25,4,4,4.08333333333333,"mod"
"5413","R_2VxqL4FS24hFNrt",69,1,0,0,0,1,1,1,1,0,1,1,0,1,1,4,2,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3.75,0.642857142857143,4,4,3.75,3.91666666666667,"mod"
"5414","R_2VxSzXu1RtITlD3",51,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,2,4,2,2,4,3,3,3,2,2,2.5,0.785714285714286,3.75,3.5,2.875,3.375,"mod"
"5415","R_2VyDk0uq0jryWxp",35,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,2,4,4,4,4,4,5,4,5,1,2,1,1,1.25,0.928571428571429,4.75,4.5,4.25,4.5,"low"
"5416","R_2vYfibP7b4xkYDF",40,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,2,0.928571428571429,4.625,5,5,4.875,"low"
"5417","R_2vYv4hMIrEAXO2G",37,0,0,1,1,1,1,1,1,0,1,1,0,1,1,4,1,2,4,4,1,4,2,3,3,4,2,4,3,4,2,1,2,3,2,2,2,2,3,4,5,4,4,4.25,0.714285714285714,2.75,3.125,2.125,2.66666666666667,"high"
"5418","R_2Vz2b14rwLeNwgB",54,1,0,1,0,1,1,1,1,1,1,1,0,0,0,4,4,5,3,5,5,5,4,5,4,4,5,4,4,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,0.642857142857143,4.375,4.375,4.375,4.375,"high"
"5419","R_2vZcS55tZbHgxPf",74,1,0,1,1,1,1,0,1,0,1,1,1,0,0,4,5,5,5,5,4,5,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,2,5,4,4,3.75,0.642857142857143,4.625,3.75,3.75,4.04166666666667,"mod"
"5420","R_2vZEGaENeHZoeEv",56,0,0,0,1,1,0,0,0,0,1,1,1,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,2,1,3,2,3,3,4,5,5,3,4.25,0.357142857142857,3.875,3.875,2.25,3.33333333333333,"high"
"5421","R_2vZeNqQf1w04Yfh",57,1,0,1,0,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,5,5,5,5,5,5,1,1,1,5,2,0.785714285714286,5,4.625,4.875,4.83333333333333,"low"
"5422","R_2vZf8oLYRZNdvO0",48,1,1,1,0,1,1,1,1,1,1,1,0,1,1,4,4,4,5,5,4,5,4,4,4,3,4,3,3,4,1,3,5,5,3,4,4,4,4,2,4,2,3,2.75,0.857142857142857,4.375,3.25,4,3.875,"mod"
"5423","R_2vZYh4V9PUbuKJc",31,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,5,2,5,3,4,3.5,0.857142857142857,5,1.25,1.75,2.66666666666667,"mod"
"5424","R_2w03AbhP7oO9OrM",40,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,4,2,4,3,4,5,4,4,4,4,3,3,4,3,3,3,2,4,4,4,4,3,3,3,3,3,3,3,0.357142857142857,3.75,3.5,3.375,3.54166666666667,"mod"
"5425","R_2w0M17BZm9T4RIE",40,0,0,1,1,1,1,1,1,0,1,0,1,0,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,5,5,5,5,5,0.642857142857143,4,3.75,3.5,3.75,"high"
"5426","R_2w0okTdsSFO7dnw",40,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,4,4,4,4,3,4,2,4,4,5,3,4,4,4,3,3,4,4,3,4,3,2,3,2,4,2.75,0.857142857142857,4,3.75,3.5,3.75,"mod"
"5427","R_2w151CCeDJOkItP",23,1,0,1,0,1,1,1,1,0,1,1,1,1,0,4,5,4,3,5,4,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3.25,0.714285714285714,4.125,3.5,3.5,3.70833333333333,"mod"
"5428","R_2w4El6zd1Nwmmwi",57,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,5,5,5,5,5,5,5,4,4,4,4,5,5,4,1,5,5,5,5,4,5,4,5,1,3,1,3,2,0.928571428571429,4.875,3.875,4.75,4.5,"low"
"5429","R_2w4WTFyCRaUw5gh",51,1,0,1,1,1,1,1,1,0,0,1,1,1,0,3,4,5,2,4,4,4,4,4,3,4,3,4,2,5,2,4,3,3,4,3,2,4,4,4,5,5,5,4.75,0.714285714285714,3.75,3.375,3.375,3.5,"high"
"5430","R_2w4WVudwqXFMTbS",32,1,0,1,0,1,1,1,1,1,1,1,0,0,0,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,3,3,3,2,2.75,0.642857142857143,4.625,5,4.25,4.625,"mod"
"5431","R_2w5gk0oggJIl4LI",14,0,1,1,1,1,1,1,0,0,1,0,1,0,0,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0.571428571428571,3.875,3.75,3.875,3.83333333333333,"high"
"5432","R_2w5Ho9atQeFAnDZ",43,1,1,1,0,0,1,1,1,1,1,0,0,1,1,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,2,3,2,5,3,0.714285714285714,4.875,4.75,4.875,4.83333333333333,"mod"
"5433","R_2w5J1eVmoC3c9q1",36,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,1,5,1,4,4,4,5,4,5,5,3,4,4,5,4,4,5,4,4,5,5,5,5,5,0.857142857142857,4,4.25,4.25,4.16666666666667,"high"
"5434","R_2w5j4R8lROvWQt3",8,0,0,1,0,1,1,1,0,0,1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0.5,4,4,4,4,"low"
